,Former Atlanta Falcons player Justin Crawford has been charged with aggravated child molestation and sodomy https://t.co/Acx34d7D4T,Tue Oct 16 11:16:31 +0000 2018,34280715,False,False.1,0,Unnamed: 6,Unnamed: 7,Unnamed: 8,[],[].1,Unnamed: 11,"Watch FOX 17 News Nashville at 5:30 p.m., 9 p.m. and 10 p.m. and FOX 17 This Morning weekdays from 4 a.m.–9 a.m.",7627,73860,Unnamed: 15,3988,en,919,"Nashville, TN",149323,[].2
2004849,@EverydayGrimes DONT BE SORRY DAVID!! Hope all is well and I will see you in Atlanta next weekend!!! You're amazing… https://t.co/3l0eHB7VuD,Tue Oct 16 11:44:40 +0000 2018,218956972,True,False,0,,,,[],"[{'screen_name': 'EverydayGrimes', 'name': 'The Everyday Grimes aka David Thomas Inge', 'id': 949694975306067968, 'id_str': '949694975306067968', 'indices': [0, 15]}]",,Ovarian Cancer survivor since 2013 👊 💜 #TheWalkingDead | 💕 WSC Atlanta 2018 ( Oct 25th -29th) 💕 #TWDFamily | Carl Grimes Cosplayer 👊,49841,351,,140,en,29,"New Hampshire, USA",23554,[]
2004884,RT @RyanTAnd: Remember when the city of Atlanta fired their fire chief because he wrote a book that had one page defending marriage as unio…,Tue Oct 16 11:44:20 +0000 2018,816330078896459776,False,False,11,997428386.0,Remember when the city of Atlanta fired their fire chief because he wrote a book that had one page defending marria… https://t.co/ljkFuMs19P,True,[],"[{'screen_name': 'RyanTAnd', 'name': 'Ryan T. Anderson', 'id': 997428386, 'id_str': '997428386', 'indices': [3, 12]}]",,,14255,102,,441,en,2,,28922,[]
2004968,"RT @ArtsATLcom: =Thanks to @TI and Atlanta-based muralist Austin Blue, a building at Westgate Shopping Center will get a new look as a way…",Tue Oct 16 11:44:07 +0000 2018,1174827464,False,False,5,493495992.0,"=Thanks to @TI and Atlanta-based muralist Austin Blue, a building at Westgate Shopping Center will get a new look a… https://t.co/dALrPtUt7W",True,[],"[{'screen_name': 'ArtsATLcom', 'name': 'ArtsATL', 'id': 493495992, 'id_str': '493495992', 'indices': [3, 14]}, {'screen_name': 'ti', 'name': 'santiago akle', 'id': 2293483700, 'id_str': '2293483700', 'indices': [27, 30]}]",,"#BlackBottleBoy #MMG #RichHairCare #Wingstop #LucBelaire #CheckersRally #GrandHustleBET #TrapMuzik 
 https://t.co/dRKHXqhwVh 👑❤️🙏",123122,1966,,3933,en,148,Mars #DevilsPeak,173156,[]
2005019,RT @kltruecolors: Check out @ElevateAtl's line up of amazing arts and culture events taking place this week in Southwest Atlanta! On Wednes…,Tue Oct 16 11:44:00 +0000 2018,1174827464,False,False,2,28354637.0,Check out @ElevateAtl's line up of amazing arts and culture events taking place this week in Southwest Atlanta! On… https://t.co/g3XvPfywN2,True,[],"[{'screen_name': 'kltruecolors', 'name': 'True Colors Theatre', 'id': 28354637, 'id_str': '28354637', 'indices': [3, 16]}, {'screen_name': 'ElevateAtl', 'name': 'ELEVATE Atlanta', 'id': 278130434, 'id_str': '278130434', 'indices': [28, 39]}]",,"#BlackBottleBoy #MMG #RichHairCare #Wingstop #LucBelaire #CheckersRally #GrandHustleBET #TrapMuzik 
 https://t.co/dRKHXqhwVh 👑❤️🙏",123122,1966,,3933,en,148,Mars #DevilsPeak,173156,[]
2005058,"RT @Blk_Hermione: BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo Black…",Tue Oct 16 11:43:55 +0000 2018,862869993414950912,False,False,773,1.0367428259188777e+18,"BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo… https://t.co/xNm8LZj3e5",True,[],"[{'screen_name': 'Blk_Hermione', 'name': '\U0001f9d9🏾\u200d♀️💫', 'id': 1036742825918877696, 'id_str': '1036742825918877696', 'indices': [3, 16]}]",,"mom of 5🐱🐱🐱🐈🐈, retired RN, #Resist, #BLM, #WhereAreTheChildren #Vote, NO DMS....NO DMS...NO DMS 
#Vote them out....#Nov 6th",57748,3882,,4765,en,14,"Queens, NY",65541,[]
2005344,RT @AP: Melania Trump's spokeswoman calls for boycott of T.I. after the Atlanta rapper released a music video that shows a woman resembling…,Tue Oct 16 11:43:33 +0000 2018,832441166058500096,False,False,221,51241574.0,Melania Trump's spokeswoman calls for boycott of T.I. after the Atlanta rapper released a music video that shows a… https://t.co/8OrMoGfmv2,True,[],"[{'screen_name': 'AP', 'name': 'The Associated Press', 'id': 51241574, 'id_str': '51241574', 'indices': [3, 6]}]",,"Hydrogen, Helium, Lithium - 123",45705,492,,500,en,6,"Washington, USA",42500,[]
2009899,RT @biggucciash: @poeticlad Stay in atl nephew leave us alone,Tue Oct 16 11:44:44 +0000 2018,701788508281659392,False,False,1,9.552107002380493e+17,@poeticlad Stay in atl nephew leave us alone,False,[],"[{'screen_name': 'biggucciash', 'name': 'Big Gucci', 'id': 955210700238049283, 'id_str': '955210700238049283', 'indices': [3, 15]}, {'screen_name': 'poeticlad', 'name': 'who cares, make my sandwich', 'id': 701788508281659392, 'id_str': '701788508281659392', 'indices': [17, 27]}]",,photographer | self proclaimed Gym Rat | If you take me serious that’s your fault pussy,8385,1318,,1089,en,40,"Georgia, USA",7108,[]
2010034,"RT @ArtsATLcom: =Thanks to @TI and Atlanta-based muralist Austin Blue, a building at Westgate Shopping Center will get a new look as a way…",Tue Oct 16 11:44:07 +0000 2018,1174827464,False,False,5,493495992.0,"=Thanks to @TI and Atlanta-based muralist Austin Blue, a building at Westgate Shopping Center will get a new look a… https://t.co/dALrPtUt7W",True,[],"[{'screen_name': 'ArtsATLcom', 'name': 'ArtsATL', 'id': 493495992, 'id_str': '493495992', 'indices': [3, 14]}, {'screen_name': 'ti', 'name': 'santiago akle', 'id': 2293483700, 'id_str': '2293483700', 'indices': [27, 30]}]",,"#BlackBottleBoy #MMG #RichHairCare #Wingstop #LucBelaire #CheckersRally #GrandHustleBET #TrapMuzik 
 https://t.co/dRKHXqhwVh 👑❤️🙏",123123,1966,,3933,en,148,Mars #DevilsPeak,173156,[]
2010088,RT @kltruecolors: Check out @ElevateAtl's line up of amazing arts and culture events taking place this week in Southwest Atlanta! On Wednes…,Tue Oct 16 11:44:00 +0000 2018,1174827464,False,False,2,28354637.0,Check out @ElevateAtl's line up of amazing arts and culture events taking place this week in Southwest Atlanta! On… https://t.co/g3XvPfywN2,True,[],"[{'screen_name': 'kltruecolors', 'name': 'True Colors Theatre', 'id': 28354637, 'id_str': '28354637', 'indices': [3, 16]}, {'screen_name': 'ElevateAtl', 'name': 'ELEVATE Atlanta', 'id': 278130434, 'id_str': '278130434', 'indices': [28, 39]}]",,"#BlackBottleBoy #MMG #RichHairCare #Wingstop #LucBelaire #CheckersRally #GrandHustleBET #TrapMuzik 
 https://t.co/dRKHXqhwVh 👑❤️🙏",123123,1966,,3933,en,148,Mars #DevilsPeak,173156,[]
2010333,Honestly my favorite song on East Atlanta Love Letter😭😭 https://t.co/oqwHqYs1rd,Tue Oct 16 11:43:33 +0000 2018,814123515507044353,False,False,0,,,,[],[],,- @Kingasbenze’s PR Manager👑 // i'm really just an average girl🌻 // music is my boyfriend. aubrey is my husband. // ig: @twinkle.pixie_🥤// omnivert🌸,850,237,,330,en,0,on the internet.,4683,[]
2010888,RT @SteveGWSB: Very cool looking cloudy morning at the justice center in downtown Atlanta https://t.co/arPn9FwYCv,Tue Oct 16 11:42:45 +0000 2018,3128005156,False,False,2,1397996060.0,Very cool looking cloudy morning at the justice center in downtown Atlanta https://t.co/arPn9FwYCv,False,[],"[{'screen_name': 'SteveGWSB', 'name': 'Steve Gehlbach', 'id': 1397996060, 'id_str': '1397996060', 'indices': [3, 13]}]",,"Music,gamer, nerd , techie",159648,1011,,651,en,415,,100061,[]
2011173,"RT @MarilynRMarks1: GA SOS and St. Elex. Bd claims that voting machines are secured by ""robust physical security."" Uh-huh. See how this rep…",Tue Oct 16 11:42:27 +0000 2018,845721979974008832,False,False,77,3081301976.0,"GA SOS and St. Elex. Bd claims that voting machines are secured by ""robust physical security."" Uh-huh. See how this… https://t.co/BmQJxRUSMN",True,[],"[{'screen_name': 'MarilynRMarks1', 'name': 'Marilyn Marks', 'id': 3081301976, 'id_str': '3081301976', 'indices': [3, 18]}]",,,7240,84,,247,en,0,,21725,[]
2012313,"RT @BoringEnormous: When life gives you lemons, DON'T EAT THE LEMONS, GARY https://t.co/PhDr7dmStv",Tue Oct 16 11:40:55 +0000 2018,1976121229,False,False,5890,20538843.0,"When life gives you lemons, DON'T EAT THE LEMONS, GARY https://t.co/PhDr7dmStv",False,[],"[{'screen_name': 'BoringEnormous', 'name': 'Paul Bronks', 'id': 20538843, 'id_str': '20538843', 'indices': [3, 18]}]",,"If it looks like I broke my face, I did.
I work with glass and find beauty in everything. Georgia born, Indiana raised. Probably looking for my keys.

#riseup",5005,180,,1428,en,2,Fort Wayne,4459,[]
2012599,RT @AP: Melania Trump's spokeswoman calls for boycott of T.I. after the Atlanta rapper released a music video that shows a woman resembling…,Tue Oct 16 11:40:36 +0000 2018,432111253,False,False,221,51241574.0,Melania Trump's spokeswoman calls for boycott of T.I. after the Atlanta rapper released a music video that shows a… https://t.co/8OrMoGfmv2,True,[],"[{'screen_name': 'AP', 'name': 'The Associated Press', 'id': 51241574, 'id_str': '51241574', 'indices': [3, 6]}]",,3 kids and a wife. Trump supporter. militarist.,36823,182,,199,en,1,,9538,[]
2014949,RT @Sirsargent: babbyyyyy Carrie Mae didn’t come to play with y’all https://t.co/kHhPemMVCI,Tue Oct 16 11:44:49 +0000 2018,3000786645,False,False,359,1385217079.0,babbyyyyy Carrie Mae didn’t come to play with y’all https://t.co/kHhPemMVCI,False,[],"[{'screen_name': 'Sirsargent', 'name': 'sirsargent', 'id': 1385217079, 'id_str': '1385217079', 'indices': [3, 14]}]",,God-fearing and God-loving. Anti-law school evangelist. ISFJ. Recovering  undercover over-lover. I like to do nerdy stuff with my friends.,176,86,,1516,en,0,East Atlanta,5271,[]
2015101,"RT @ArtsATLcom: =Thanks to @TI and Atlanta-based muralist Austin Blue, a building at Westgate Shopping Center will get a new look as a way…",Tue Oct 16 11:44:07 +0000 2018,1174827464,False,False,5,493495992.0,"=Thanks to @TI and Atlanta-based muralist Austin Blue, a building at Westgate Shopping Center will get a new look a… https://t.co/dALrPtUt7W",True,[],"[{'screen_name': 'ArtsATLcom', 'name': 'ArtsATL', 'id': 493495992, 'id_str': '493495992', 'indices': [3, 14]}, {'screen_name': 'ti', 'name': 'santiago akle', 'id': 2293483700, 'id_str': '2293483700', 'indices': [27, 30]}]",,"#BlackBottleBoy #MMG #RichHairCare #Wingstop #LucBelaire #CheckersRally #GrandHustleBET #TrapMuzik 
 https://t.co/dRKHXqhwVh 👑❤️🙏",123124,1966,,3933,en,148,Mars #DevilsPeak,173157,[]
2015158,RT @kltruecolors: Check out @ElevateAtl's line up of amazing arts and culture events taking place this week in Southwest Atlanta! On Wednes…,Tue Oct 16 11:44:00 +0000 2018,1174827464,False,False,2,28354637.0,Check out @ElevateAtl's line up of amazing arts and culture events taking place this week in Southwest Atlanta! On… https://t.co/g3XvPfywN2,True,[],"[{'screen_name': 'kltruecolors', 'name': 'True Colors Theatre', 'id': 28354637, 'id_str': '28354637', 'indices': [3, 16]}, {'screen_name': 'ElevateAtl', 'name': 'ELEVATE Atlanta', 'id': 278130434, 'id_str': '278130434', 'indices': [28, 39]}]",,"#BlackBottleBoy #MMG #RichHairCare #Wingstop #LucBelaire #CheckersRally #GrandHustleBET #TrapMuzik 
 https://t.co/dRKHXqhwVh 👑❤️🙏",123124,1966,,3933,en,148,Mars #DevilsPeak,173157,[]
2015651,"RT @ABC: In his old neighborhood, where home prices have skyrocketed due to gentrification, T.I. is on a mission to buy and flip as many bu…",Tue Oct 16 11:43:21 +0000 2018,58643745,False,False,8972,28785486.0,"In his old neighborhood, where home prices have skyrocketed due to gentrification, T.I. is on a mission to buy and… https://t.co/lA23Ae3ukr",True,[],"[{'screen_name': 'ABC', 'name': 'ABC News', 'id': 28785486, 'id_str': '28785486', 'indices': [3, 7]}]",,,14769,657,,358,en,12,New York ,46406,[]
2015983,RT @SteveGWSB: Very cool looking cloudy morning at the justice center in downtown Atlanta https://t.co/arPn9FwYCv,Tue Oct 16 11:42:45 +0000 2018,3128005156,False,False,2,1397996060.0,Very cool looking cloudy morning at the justice center in downtown Atlanta https://t.co/arPn9FwYCv,False,[],"[{'screen_name': 'SteveGWSB', 'name': 'Steve Gehlbach', 'id': 1397996060, 'id_str': '1397996060', 'indices': [3, 13]}]",,"Music,gamer, nerd , techie",159650,1011,,651,en,415,,100061,[]
2018029,"RT @Blk_Hermione: BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo Black…",Tue Oct 16 11:40:14 +0000 2018,25753428,False,False,773,1.0367428259188777e+18,"BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo… https://t.co/xNm8LZj3e5",True,[],"[{'screen_name': 'Blk_Hermione', 'name': '\U0001f9d9🏾\u200d♀️💫', 'id': 1036742825918877696, 'id_str': '1036742825918877696', 'indices': [3, 16]}]",,Howard University Alumna! Do not disturb: Chasing my dreams,68853,1182,,2890,en,14,,62665,[]
2019999,I’m still selling my ACE VIP FLR ticket in ATLANTA for $155 transferfrom Ticketmaster #ACEinATL #ACEinATLANTA… https://t.co/ZEIdAo9hca,Tue Oct 16 11:44:55 +0000 2018,1051928138933043200,True,False,0,,,,"[{'text': 'ACEinATL', 'indices': [86, 95]}, {'text': 'ACEinATLANTA', 'indices': [96, 109]}]",[],,selling ACE VIP FLR IN ATLANTA FOR $155,0,0,,0,en,0,United States,6,"['ACEinATL', 'ACEinATLANTA']"
2020001,"RT @ElevateAtl: We are proud to partner with Street Art ATL to present the ""Art of the S.W.A.T.S. House"" with images curated by T.I. and fe…",Tue Oct 16 11:44:54 +0000 2018,1174827464,False,False,1,278130434.0,"We are proud to partner with Street Art ATL to present the ""Art of the S.W.A.T.S. House"" with images curated by T.I… https://t.co/4vcHLa6RvD",True,[],"[{'screen_name': 'ElevateAtl', 'name': 'ELEVATE Atlanta', 'id': 278130434, 'id_str': '278130434', 'indices': [3, 14]}]",,"#BlackBottleBoy #MMG #RichHairCare #Wingstop #LucBelaire #CheckersRally #GrandHustleBET #TrapMuzik 
 https://t.co/dRKHXqhwVh 👑❤️🙏",123124,1966,,3933,en,148,Mars #DevilsPeak,173157,[]
2020004,RT @carmenmmachado: I can *finally* say something! HER BODY AND OTHER PARTIES is officially in development over at @FXNetworks. FX has made…,Tue Oct 16 11:44:52 +0000 2018,6603972,False,False,327,14140714.0,I can *finally* say something! HER BODY AND OTHER PARTIES is officially in development over at @FXNetworks. FX has… https://t.co/eXTfhdPOsR,True,[],"[{'screen_name': 'carmenmmachado', 'name': 'Carnage ""The Hatchet"" Machado', 'id': 14140714, 'id_str': '14140714', 'indices': [3, 18]}, {'screen_name': 'FXNetworks', 'name': 'FXNetworks', 'id': 16421962, 'id_str': '16421962', 'indices': [115, 126]}]",,"black. queer. writer. he/him. sytherin to the bone. i don't care about follows i care about facts. 
THE ROOT & THE TREE out now! 
THE FRUIT out Summer 2019.",15764,1751,,1105,en,108,"Philadelphia, PA",29769,[]
2020008,RT @AP: Melania Trump's spokeswoman calls for boycott of T.I. after the Atlanta rapper released a music video that shows a woman resembling…,Tue Oct 16 11:44:52 +0000 2018,3008655168,False,False,221,51241574.0,Melania Trump's spokeswoman calls for boycott of T.I. after the Atlanta rapper released a music video that shows a… https://t.co/8OrMoGfmv2,True,[],"[{'screen_name': 'AP', 'name': 'The Associated Press', 'id': 51241574, 'id_str': '51241574', 'indices': [3, 6]}]",,Living. Loving.,287,183,,553,en,0,205,307,[]
2020013,"RT @Ooh_nikaaaaa: 💥New Music Coming Soon 💥
Next week I will be #PERFORMING 2 of my many songs #LIVE  in #ATL!! 🚨Look out for Me!👀🚨 in the m…",Tue Oct 16 11:44:52 +0000 2018,515474178,False,False,2,166794273.0,"💥New Music Coming Soon 💥
Next week I will be #PERFORMING 2 of my many songs #LIVE  in #ATL!! 🚨Look out for Me!👀🚨 in… https://t.co/BHrJq2mhAA",True,"[{'text': 'PERFORMING', 'indices': [63, 74]}, {'text': 'LIVE', 'indices': [94, 99]}, {'text': 'ATL', 'indices': [104, 108]}]","[{'screen_name': 'Ooh_nikaaaaa', 'name': 'Onika', 'id': 166794273, 'id_str': '166794273', 'indices': [3, 16]}]",,All great and precious things are lonely.,16773,293,,306,en,2,Wonderland ,25029,"['PERFORMING', 'LIVE', 'ATL']"
2020076,RT @RyanTAnd: Remember when the city of Atlanta fired their fire chief because he wrote a book that had one page defending marriage as unio…,Tue Oct 16 11:44:25 +0000 2018,869870810,False,False,12,997428386.0,Remember when the city of Atlanta fired their fire chief because he wrote a book that had one page defending marria… https://t.co/ljkFuMs19P,True,[],"[{'screen_name': 'RyanTAnd', 'name': 'Ryan T. Anderson', 'id': 997428386, 'id_str': '997428386', 'indices': [3, 12]}]",,Old Possum's Book of Practical Cats,162283,418,,416,en-gb,42,,187101,[]
2020118,RT @RyanTAnd: Remember when the city of Atlanta fired their fire chief because he wrote a book that had one page defending marriage as unio…,Tue Oct 16 11:44:20 +0000 2018,816330078896459776,False,False,12,997428386.0,Remember when the city of Atlanta fired their fire chief because he wrote a book that had one page defending marria… https://t.co/ljkFuMs19P,True,[],"[{'screen_name': 'RyanTAnd', 'name': 'Ryan T. Anderson', 'id': 997428386, 'id_str': '997428386', 'indices': [3, 12]}]",,,14255,102,,441,en,2,,28922,[]
2020151,RT @RyanTAnd: Remember when the city of Atlanta fired their fire chief because he wrote a book that had one page defending marriage as unio…,Tue Oct 16 11:44:16 +0000 2018,2842970612,False,False,12,997428386.0,Remember when the city of Atlanta fired their fire chief because he wrote a book that had one page defending marria… https://t.co/ljkFuMs19P,True,[],"[{'screen_name': 'RyanTAnd', 'name': 'Ryan T. Anderson', 'id': 997428386, 'id_str': '997428386', 'indices': [3, 12]}]",,Matthew 16:26 ~ My Heritage is among the Sanctified. Unwavering Defender of (I LOVE) ISRAEL. African American. #COGIC #IsraelinAfrica #HereWeGo #RollTide,21385,252,,125,en,25,,26477,[]
